,ID,Source,TMC,Severity,Start_Time,End_Time,lat,long,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3154815,A-3157822,Bing,,2,12/15/2020 12:16,12/15/2020 17:11,38.230237,-122.258382,38.241533,-122.269123,0.974,Slow traffic on CA-29 - CA-12 from CA-12/Jameson Canyon Rd (CA-29) to CA-221/Napa Vallejo Hwy (CA-29) due to accident.,1080, Napa Vallejo Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,12/15/2020 11:54,52,52,71,30.3,10,SSW,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3907320,A-3914184,Bing,,3,2/21/2019 5:29,2/21/2019 5:58,30.331825,-97.704157,30.33314,-97.703406,0.101,Between Camino la Costa and I-35 - Accident. Three lanes blocked.,7107, N Interstate 35,R,Austin,Travis,TX,78752-3225,US,US/Central,KATT,2/21/2019 5:51,51.1,,59,29.94,10,East,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3386288,A-3392443,Bing,,2,12/27/2020 3:35,12/27/2020 5:50,45.531581,-122.596768,45.533281,-122.578788,0.878,A crash has occurred causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,12/27/2020 3:53,43,37,82,30.08,10,ESE,10,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3350184,A-3355887,Bing,,2,10/21/2020 16:16,10/21/2020 19:19,34.608691,-117.341833,34.608962,-117.341614,0.022,Incident on NATIONAL TRAILS HWY near POLISH LN Drive with caution.,19600, Polish Ln,L,Oro Grande,San Bernardino,CA,92368-9535,US,US/Pacific,KVCV,10/21/2020 15:54,,,,26.85,10,S,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
555422,A-555443,MapQuest,201,2,11/25/2020 4:32,11/25/2020 8:37,30.32855,-97.695183,,,0,Accident on Blessing Ave at St Johns Ave.,1105,E Saint Johns Ave,R,Austin,Travis,TX,78752-3367,US,US/Central,KATT,11/25/2020 4:51,62,62,50,29.3,10,N,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
774053,A-774132,MapQuest,202,2,5/15/2020 16:42,5/15/2020 18:42,42.553951,-70.9627,,,1.00999999,Three lanes blocked due to serious accident on MA-114 Andover St both ways from Macarthur Blvd to MA-114 Andover St.,97,Andover St,R,Danvers,Essex,MA,01923-1417,US,US/Eastern,KBVY,5/15/2020 16:53,65,65,70,29.7,10,SE,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
947299,A-947392,MapQuest,201,2,2/12/2020 15:37,2/12/2020 16:06,40.845737,-73.931702,,,0,Right lane blocked due to accident on Washington Brg Eastbound at I-95 Cross Bronx Expy Exits 2 3.,,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2/12/2020 15:51,44,41,40,30.02,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
883189,A-883273,MapQuest,201,2,1/7/2020 10:29,1/7/2020 11:29,41.971779,-87.959229,,,0,Accident on IL-83 at Foster Ave.,598,IL Route 83,L,Bensenville,DuPage,IL,60106-1462,US,US/Central,KORD,1/7/2020 10:51,36,28,67,29.24,10,W,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3236680,A-3240825,Bing,,4,10/21/2020 15:44,10/21/2020 20:30,35.294337,-83.142385,35.290407,-83.14382,0.283,Near Cullowhee / Heading South. The southbound lane is closed near Caney Fork Road. Southbound traffic is alternating through the northbound lane.&amp;nbsp;,7201, Highway 107,R,Tuckasegee,Jackson,NC,28783,US,US/Eastern,K1A5,10/21/2020 15:35,79,79,43,28.1,10,S,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1522588,A-1522694,MapQuest,201,2,3/14/2019 14:09,3/14/2019 15:39,35.81546,-78.699333,,,0,Accident on Lake Boone Trl at Still Forest Pl.,2400,Still Forest Pl,R,Raleigh,Wake,NC,27607-6528,US,US/Eastern,KRDU,3/14/2019 13:51,73,,44,30.16,10,WSW,16.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3654218,A-3661058,Bing,,2,4/25/2020 17:43,4/25/2020 18:13,38.87968,-77.22116,38.87968,-77.22116,0,At I-66/Exit 49 - Accident.,,Capital Beltway N,R,Falls Church,Fairfax County,VA,22043,US,US/Eastern,KDCA,4/25/2020 17:52,61,61,62,29.99,10,SSE,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
748205,A-748282,MapQuest,201,2,7/1/2020 15:16,7/1/2020 15:46,33.798908,-111.978127,,,0,Accident on AZ-74 Carefree Hwy at Black Mountain Pkwy.,,N Black Mountain Pkwy,R,Cave Creek,Maricopa,AZ,85331,US,US/Mountain,KDVT,7/1/2020 0:53,83,83,17,28.2,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1062073,A-1062170,MapQuest,241,3,10/16/2019 15:17,10/16/2019 16:32,41.587509,-87.727943,,,0,Lane blocked due to accident on I-57 Southbound at Exit 346 167th St.,,167th St,R,Tinley Park,Cook,IL,60477,US,US/Central,KIGQ,10/16/2019 15:15,51,51,58,29.29,10,NW,15,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1329305,A-1329408,MapQuest,201,2,8/15/2019 15:46,8/15/2019 16:46,30.40291,-91.108223,,,0,Accident on Brittany Dr at Hennessey Blvd.,7598,Hennessy Blvd,R,Baton Rouge,East Baton Rouge,LA,70808-4339,US,US/Central,KBTR,8/15/2019 15:53,90,90,59,29.84,10,ENE,7,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3321620,A-3326981,Bing,,2,12/23/2020 19:56,12/23/2020 23:17,29.753413,-95.387798,29.753395,-95.388911,0.067,Incident on W GRAY ST near STANFORD ST Drive with caution.,509, W Gray St,L,Houston,Harris,TX,77019-4444,US,US/Central,KMCJ,12/23/2020 19:53,71,71,87,29.79,10,SW,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3300757,A-3305842,Bing,,2,11/20/2020 1:35,11/20/2020 2:53,39.98267,-75.338219,40.01807,-75.358439,2.67,Incident on I-476 NB near MARPLE RD Expect delays.,,I-476 N,R,Broomall,Delaware,PA,19008,US,US/Eastern,KPHL,11/20/2020 1:54,46,41,61,30.41,10,SSW,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3897643,A-3904507,Bing,,2,2/6/2019 15:37,2/6/2019 16:07,37.316207,-80.051365,37.318791,-80.04399,0.443,Between VA-311/Exit 140 and VA-419/Exit 141 - Accident.,,I-81 N,R,Salem,Roanoke County,VA,24153,US,US/Eastern,KROA,2/6/2019 15:54,59,,69,30.01,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2999962,A-3000773,Bing,,2,11/30/2020 18:02,11/30/2020 19:17,27.416312,-82.554216,27.417814,-82.554409,0.104,Incident on 9TH ST near WHITFIELD AVE Drive with caution.,6936, 9th Ct E,L,Sarasota,Manatee,FL,34243-1211,US,US/Eastern,KSRQ,11/30/2020 17:53,67,67,68,29.87,10,NW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
3398242,A-3404545,Bing,,2,12/9/2020 5:27,12/9/2020 6:42,29.767531,-95.34443,29.770261,-95.34049,0.302,Incident on I-69 NB near I-10 Expect long delays.,,I-69 N,R,Houston,Harris,TX,77020,US,US/Central,KMCJ,12/9/2020 5:53,46,46,89,30.14,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3642118,A-3648953,Bing,,4,4/19/2020 23:01,4/19/2020 23:31,38.65831,-94.36706,38.65831,-94.36706,0,Closed at MO-291/Cantrell Rd/Exit 160 - Road closed due to accident.,,US-71 N,R,Harrisonville,Cass,MO,64701,US,US/Central,KLXT,4/19/2020 22:53,56,56,45,28.8,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
518120,A-518139,MapQuest,241,3,12/27/2020 10:28,12/27/2020 12:58,42.065941,-88.259056,,,0,Lane blocked due to accident on I-90 Jane Addams Tollway Westbound at 43rd St.,,I-90 E,R,Elgin,Cook,IL,60120,US,US/Central,KDPA,12/27/2020 10:52,37,29,70,28.91,10,S,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3107604,A-3109936,Bing,,2,10/23/2020 18:04,10/23/2020 21:49,39.946434,-75.839215,39.946261,-75.838498,0.04,Incident on DOE RUN RD near BUCK RUN RD Drive with caution.,704, Buck Run Rd,L,Coatesville,Chester,PA,19320-4232,US,US/Eastern,KMQS,10/23/2020 17:55,64,64,94,29.39,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3533550,A-3540351,Bing,,2,6/9/2020 8:05,6/9/2020 9:31,33.98751,-117.36321,33.99347,-117.35707,0.542,At Route 60 - Accident. Lane closed.,,Riverside Fwy E,R,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,6/9/2020 7:53,70,70,22,29.19,10,E,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1223338,A-1223441,MapQuest,201,2,8/18/2019 12:40,8/18/2019 14:23,35.435299,-97.476929,,,0,Accident on 29th St at Eastern Ave.,1996,SE 29th St,R,Oklahoma City,Oklahoma,OK,73129-7626,US,US/Central,KTIK,8/18/2019 12:56,85,85,65,28.51,10,SSE,15,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1282725,A-1282828,MapQuest,245,3,7/20/2019 17:02,7/20/2019 19:11,37.584389,-121.873306,,,0,Two lanes blocked due to accident on I-680 Southbound near I-680 Exits 21A 21B.,,I-680 S,R,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,7/20/2019 16:53,81,81,42,29.42,10,WNW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
811388,A-811467,MapQuest,201,2,6/16/2020 17:26,6/16/2020 18:42,34.559509,-82.554733,,,0,Accident on US-29 at Griffin Rd.,3379,Highway 29 N,R,Belton,Anderson,SC,29627-9788,US,US/Eastern,KAND,6/16/2020 16:56,63,63,75,29.35,10,NE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1562994,A-1563101,MapQuest,201,3,2/1/2019 4:31,2/1/2019 5:01,32.888,-96.894028,,,0,Accident on Merrell Rd at Ables Ln.,2498,Merrell Rd,R,Dallas,Dallas,TX,75229-4515,US,US/Central,KDAL,2/1/2019 4:53,54,,93,30.08,5,SE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3098075,A-3100286,Bing,,2,11/26/2020 1:43,11/26/2020 5:34,41.038922,-75.314385,41.031597,-75.32438,0.726,Crash on PA 715 both directions between NORTHAMPTON COMM COLLEGE WARNER RD and Exit: I-80 EAST - STROUDSBURG. All lanes closed.,2563, Route 715,L,Tannersville,Monroe,PA,18372,US,US/Eastern,KMPO,11/26/2020 1:53,44,40,100,28.02,7,SSE,7,0.07,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3415932,A-3422479,Bing,,2,12/28/2020 6:36,12/28/2020 8:11,28.539098,-81.285691,28.539199,-81.28569,0.007,Incident on S GOLDENROD RD near LAKE UNDERHILL RD Drive with caution.,7400, Lake Underhill Rd,R,Orlando,Orange,FL,32822,US,US/Eastern,KORL,12/28/2020 6:53,54,54,86,30.13,10,N,3,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
559931,A-559954,MapQuest,241,3,11/22/2020 12:30,11/22/2020 14:17,40.873798,-88.671082,,,0,Lane blocked due to accident on I-55 Northbound at Exit 197 IL-116 1700 Rd.,,I-55 N,R,Pontiac,Livingston,IL,61764,US,US/Central,KPNT,11/22/2020 12:35,42,38,86,29.5,10,NW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3655003,A-3661843,Bing,,1,4/25/2020 16:56,4/25/2020 17:31,37.77265,-121.97309,37.77265,-121.97309,0,At Crow Canyon Rd - Accident. Two lanes blocked.,,I-680 S,R,San Ramon,Contra Costa,CA,94583,US,US/Pacific,KLVK,4/25/2020 16:53,83,83,32,29.55,10,W,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1392929,A-1393032,MapQuest,201,2,5/7/2019 12:27,5/7/2019 13:27,37.798859,-122.2211,,,0,Accident on Sausal St at Sheffield Ave.,1704,Sausal St,L,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,5/7/2019 12:53,64,64,60,30.06,10,W,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1159755,A-1159858,MapQuest,201,2,10/1/2019 7:21,10/1/2019 8:37,39.774151,-76.960388,,,0,Accident on Grandview Rd at PA-94 Baltimore St.,3423,Grandview Rd,L,Hanover,York,PA,17331,US,US/Eastern,KTHV,10/1/2019 6:53,66,66,75,29.63,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1067648,A-1067745,MapQuest,241,3,10/18/2019 9:28,10/18/2019 10:13,34.048679,-86.866592,,,0,Lane blocked due to accident on I-65 Northbound at Exit 299 / AL-69 / CR-490.,,I-65 N,R,Hanceville,Cullman,AL,35077,US,US/Central,K3A1,10/18/2019 9:53,56,56,62,29.37,10,SSE,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1620088,A-1620196,MapQuest,201,2,1/3/2019 10:00,1/3/2019 10:45,33.55302,-112.091263,,,0,Accident on 15th Ave at Northern Ave.,8001,N 15th Ave,R,Phoenix,Maricopa,AZ,85021-5401,US,US/Mountain,KDVT,1/3/2019 9:53,43,40.3,38,30.27,10,North,4.6,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
713958,A-714034,MapQuest,201,2,8/3/2020 9:46,8/3/2020 11:17,30.053379,-95.18589,,,0,Accident on Lake Houston Pkwy at Kingwood Pr Three.,3221,W Lake Houston Pkwy,L,Kingwood,Harris,TX,77339-5206,US,US/Central,KIAH,8/3/2020 9:53,86,86,72,29.9,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3455489,A-3462275,Bing,,2,6/3/2020 5:46,6/3/2020 6:16,29.22657,-81.03115,29.22657,-81.03115,0,At CR-4019/Lpga Blvd - Serious accident.,298, Mason Ave,R,Daytona Beach,Volusia,FL,32117-5039,US,US/Eastern,KDAB,6/3/2020 5:53,70,70,100,30.02,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
3665907,A-3672752,Bing,,4,3/3/2020 11:29,3/3/2020 14:29,35.28218,-81.18145,35.28218,-81.18145,0,Closed at N Chester St - Road closed due to accident.,,I-85 N,R,Gastonia,Gaston,NC,28054,US,US/Eastern,KAKH,3/3/2020 11:36,56,56,80,28.98,3,N,7,0.19,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1021416,A-1021512,MapQuest,201,3,12/15/2019 9:49,12/15/2019 11:04,45.676147,-121.278908,,,0,Accident on I-84 Westbound at Exit 76 Rowena River Rd.,,I-84 E,R,The Dalles,Wasco,OR,97058,US,US/Pacific,KDLS,12/15/2019 9:53,38,38,83,29.94,10,SSE,3,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1660834,A-1660942,MapQuest,201,2,1/24/2019 9:49,1/24/2019 10:19,26.1373,-80.126389,,,0,Left lane blocked due to accident on US-1 Sunrise Blvd Northbound at 16th Ter.,1658,E Sunrise Blvd,L,Fort Lauderdale,Broward,FL,33304-2354,US,US/Eastern,KFXE,1/24/2019 9:53,79,,79,30.04,10,South,16.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3338682,A-3344265,Bing,,2,12/16/2020 9:49,12/16/2020 13:35,39.274475,-78.092256,39.293279,-78.082794,1.394,Incident on I-81 NB near MM 323 Expect long delays.,,I-81 N,R,Clear Brook,Frederick,VA,22624,US,US/Eastern,KOKV,12/16/2020 9:55,27,27,86,29.44,1,CALM,0,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1674124,A-1674232,MapQuest,201,2,1/30/2019 10:02,1/30/2019 10:32,47.625179,-122.302422,,,0,Accident on 23rd Ave at Roy St.,700,23rd Ave E,R,Seattle,King,WA,98112-4157,US,US/Pacific,KBFI,1/30/2019 9:53,39,,79,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3261524,A-3266038,Bing,,2,12/16/2020 5:47,12/16/2020 10:10,35.034878,-90.721353,35.10889,-90.575469,9.706,Slow traffic on I-40 E - US-63 E from AR-284/Crowley Ridge Rd/Exit 242 (I-40) to AR-75/Exit 256 (I-40) due to accident.,1295, Highway 50 N,R,Forrest City,St. Francis,AR,72335,US,US/Central,KAWM,12/16/2020 5:53,34,34,89,29.75,8,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
585408,A-585434,MapQuest,241,2,11/4/2020 16:51,11/4/2020 17:36,35.258339,-80.794792,,,0,Lane blocked due to accident on Sugar Creek Rd at US-29 Tryon St.,,N Tryon St,R,Charlotte,Mecklenburg,NC,28213,US,US/Eastern,KJQF,11/4/2020 16:50,66,66,35,29.68,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
1543589,A-1543696,MapQuest,201,2,3/26/2019 8:49,3/26/2019 9:35,30.409515,-81.688332,,,0,Accident on CR-115A Soutel Dr at FL-115 Lem Turner Rd.,9298,Lem Turner Rd,L,Jacksonville,Duval,FL,32208-2273,US,US/Eastern,KJAX,3/26/2019 8:56,63,,87,30.01,10,West,9.2,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3196491,A-3200076,Bing,,2,11/12/2020 23:47,11/13/2020 1:50,42.702586,-73.907722,42.703612,-73.910044,0.138,Crash on US 20 at Schoolcraft St (Guilderland) 1 lane may be closed,2277, Western Ave,R,Guilderland,Albany,NY,12084-9747,US,US/Eastern,KALB,11/12/2020 23:51,34,34,89,29.82,10,NNW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
677072,A-677101,MapQuest,343,3,9/3/2020 3:04,9/3/2020 7:56,40.348202,-104.462219,,,9.359999657,Reopened for through traffic due to earlier accident on US-34 both ways between County Road 69 and County Road 50.,31350,US Highway 34,L,Kersey,Weld,CO,80644-9308,US,US/Mountain,KGXY,9/3/2020 2:56,65,65,39,25.39,10,NNE,25,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1219606,A-1219709,MapQuest-Bing,241,2,9/16/2019 12:34,9/16/2019 13:22,37.304504,-121.878738,,,0,Lane blocked due to accident on CA-87 Guadalupe Pkwy Northbound at Exit 3B CR-G8 Almaden Expy.,,Highway 87 Bikeway,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,9/16/2019 12:53,71,71,63,29.92,10,NNW,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1328569,A-1328672,MapQuest,241,2,8/15/2019 14:00,8/15/2019 15:04,28.493589,-81.49086,,,0,Lane blocked due to accident on CR-439 Conroy Windermere Rd at Dr Phillips Blvd.,7900,Conroy Windermere Rd,L,Orlando,Orange,FL,32835-2651,US,US/Eastern,KORL,8/15/2019 13:53,91,91,53,29.86,10,SW,13,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3357181,A-3362979,Bing,,2,11/24/2020 0:33,11/24/2020 1:52,33.291996,-111.905504,33.291746,-111.918624,0.758,Incident on AZ-202 near S MCCLINTOCK DR Expect delays.,,AZ-202 Loop W,R,Chandler,Maricopa,AZ,85226,US,US/Mountain,KCHD,11/24/2020 5:47,48,45,71,28.58,10,E,7,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
1460661,A-1460766,MapQuest,241,3,4/9/2019 7:20,4/9/2019 7:50,33.74472,-84.392815,,,0,Center lane blocked due to accident on I-20 Westbound before Exit 57 I-75 .,,Washington St SW,R,Atlanta,Fulton,GA,30312,US,US/Eastern,KATL,4/9/2019 7:17,64,64,90,28.73,6,ESE,5,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1052948,A-1053045,MapQuest,201,2,10/11/2019 8:42,10/11/2019 9:27,32.496311,-93.740677,,,0,Accident on Herndon St both ways between Highland Ave and Stephens Ave.,550,Herndon St,R,Shreveport,Caddo,LA,71101-4702,US,US/Central,KDTN,10/11/2019 8:53,59,59,93,29.83,10,NW,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3071435,A-3073276,Bing,,2,11/6/2020 14:27,11/6/2020 16:34,34.298104,-119.156008,34.311434,-119.133618,1.575,TELEGRAPH JWO OLIVE. BLK BMW VS GRN CHEV TK - AIR BAGS DEPLOYED,11399, W Telegraph Rd,L,Santa Paula,Ventura,CA,93060-9750,US,US/Pacific,KCMA,11/6/2020 14:43,68,68,63,29.56,8,SW,13,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
1096168,A-1096265,MapQuest,241,2,11/1/2019 14:37,11/1/2019 16:54,28.229879,-82.223373,,,0,Lane blocked due to accident on FL-54 Eastbound at Dorado St.,4999,Dorado St,L,Zephyrhills,Pasco,FL,33541-2263,US,US/Eastern,KZPH,11/1/2019 14:35,82,82,70,29.92,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
525968,A-525988,MapQuest,201,3,12/19/2020 21:41,12/19/2020 22:42,33.739643,-84.328438,,,0,HOV lane blocked due to accident on I-20 Westbound at Exit 61B GA-260 Glenwood Ave.,,GA-402 E,R,Atlanta,DeKalb,GA,30316,US,US/Eastern,KATL,12/19/2020 21:52,46,43,54,29.09,10,ESE,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
